Date ,Season,Year,SeasonYear,Event,Cleared,Scraped,Diaspore,Burned,SampleUnitID ,Treatment,Site,Position,Collector_1,Collector_2,Woody_Ground,Woody_Canopy,Woody_Height,Woody_Cover,Gram_Cover,Forb_Cover,Litter,Mineral_Soil,StandinWater ,Bare_Ground,AGAPUR,ALELUT,ASTUNK,BALUNI,BIGNUD,BURBIF,BURCAP,CALBAR,CARODO,CARPSE,CENASI,CHATOM,CIRLEC,CLEORI,CONCAN,CORFLO,DIOVIR,DROCAP,DROTRA,EDRUNI,EREHIE,ERICAN,ERICOM,ERIDEC,ERISTR,ERIVER,EUPCAP,EUPHIS,EUPINU,EURERY,EUTCAR,FERNUNK,HELHET,HELPEN,HYPGEN,HYPJUN,LACCAR,LACMIN,LIASPI,LILCAT,LINFLO,LOBBRE,LOBNUT,LOPAUR,LYCALO,LYCAPP,LYCPRO,MARGRA,OLDCOR,OXYTER,PELSAG,PITASP,PITOLI,PLETEN,POLCRU,POLGRA,POLHOO,POLLUT,POLNAN,POLPIN,POLPRO,POLRAM,PTEAQU,PTEPYC,RHEALI,RHEMAR,RHEPET,SABBRE,SARFLA,SARPSI,SEYCAS,SOPHIS,SYMCHA,SYNFLA,TIEFIL,TRIRAC,UTRGIB,UTRSUB,UTRUNK,XYRAMB,XYRBAL,XYRBRE,XYRCAR,XYRISO,XYRPLA,XYRSTR,XYRUNK,AGRREF,ANDARC,ANDGLO,ANDGYR,ANDVIR,ANTRUF,ARIPUR,ARISIM,ARISPI,ARISTR,CARGLA,CTEARO,CYPNAS,DICACU,DICDIC,DICENS,DICNUD,DICSTR,ERAREF,FUISCI,JUNEFF,MUHEXP,PANVIR,POAUNK,RHYBAL,RHYCEP,RHYCHA,RHYCOL,RHYFAS,RHYFER,RHYGLO,RHYGRA,RHYMEG,RHYOLI,RHYPLU,RHYUNK,SCLCIL,SCLRET,SCLTRI,SPOVAY,RHYCIL,AROARB,CARAME,CLEALN,CLIMON,CYRRAC,GAYDUM,GAYFRO,GAYMOS,HYPBRA,HYPCIS,HYPMIC,HYPUNK,ILECOR,ILEGLA,ILEMYR,KALHIR,LYOFRU,LYOLUC,MAGVIR,MORCAR,MORCER,MORINO,NYSSYL,PERPAL,PIEPHY,PINCLA,PINELL,PINPAL,QUEGEM,QUEMIN,QUEUNK,RHOVIS,RHUCOP,RUBARG,SERREP,SMIAUR,SMILAU,TOXPUB,TOXRAD,VACMYR,VACSTA,VITROT,WISFRU
4/12/2023,Spring,2023,Spring2023,4,0,0,1,0,710010,Diaspore  ,7,Upper,CC,AHG,5.5,79.98,12,85.48,0,0,95,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,1,0,720010,Diaspore  ,7,Mid,CC,AHG,26,79.72,12,105.72,0,0,90,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,1,0,730010,Diaspore  ,7,Bottom,CC,AHG,23,69.58,1,92.58,0,0,99,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,20,0
4/12/2023,Spring,2023,Spring2023,4,0,1,0,0,710100,Scraped ,7,Upper,CC,AHG,5.5,83.62,1,89.12,0,0,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,1,0,0,720100,Scraped ,7,Mid,CC,AHG,18,81.02,1,99.02,0,0,95,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,5,0
4/12/2023,Spring,2023,Spring2023,4,0,1,1,0,730110,Scraped + Diaspore ,7,Bottom,CC,AHG,6.5,81.02,1,87.52,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,0,1,710001,Burned ,7,Upper,CC,AHG,11,79.98,3,90.98,0,0,95,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,0,1,720001,Burned ,7,Mid,CC,AHG,7,79.72,3,86.72,0,0,99,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,1,1,710011,Diaspore + Burned ,7,Upper,CC,AHG,1,79.98,1,80.98,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,0,1,1,720011,Diaspore + Burned ,7,Mid,CC,AHG,6.5,79.72,1,86.22,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,1,0,1,710101,Scraped + Burned ,7,Upper,CC,AHG,1,83.62,1,84.62,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,1,0,1,720101,Scraped + Burned ,7,Mid,CC,AHG,21.5,81.02,1,102.52,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,15,0
4/12/2023,Spring,2023,Spring2023,4,0,1,1,1,710111,Scraped + Diaspore + Burned ,7,Upper,CC,AHG,2.5,83.62,1,86.12,0,0,85,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0
4/12/2023,Spring,2023,Spring2023,4,0,1,1,0,720110,Scraped + Diaspore ,7,Mid,CC,AHG,6.5,81.02,1,87.52,0,0,99,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4/12/2023,Spring,2023,Spring2023,4,0,1,1,1,720111,Scraped + Diaspore + Burned ,7,Mid,CC,AHG,6.5,81.02,1,87.52,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4/17/2023,Spring,2023,Spring2023,4,1,0,0,0,721000,Cleared ,7,Mid,AS,AHG,55,3.54,3,58.54,15.5,5,95,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4/17/2023,Spring,2023,Spring2023,4,1,0,0,0,731000,Cleared ,7,Bottom,AS,AHG,50.5,1.2,6,51.7,30,0,90,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
